Timestamp,Device Name,Start Time,End Time,Duration (s),Flow Rate (L/min),Volume Used (L),Event ID,Occupants
2023-11-26 9:42,toilet_2,9:42:43,9:42:43,0,0,5.70472727,EVT00060,3
2023-11-26 9:53,shower,9:53:08,9:59:48,400.9425056,8.263045146,55.21676708,EVT00046,3
2023-11-26 10:17,toilet,10:17:27,10:17:27,0,0,6.252569773,EVT00051,3
2023-11-26 10:19,bathroom_sink,10:19:43,10:20:02,19.29245714,5.274075437,1.695831239,EVT00014,3
2023-11-26 11:02,toilet_2,11:02:42,11:02:42,0,0,6.204084156,EVT00063,3
2023-11-26 11:10,bathroom_sink,11:10:18,11:10:36,18.47451912,5.170248969,1.59196439,EVT00017,3
2023-11-26 11:15,toilet,11:15:45,11:15:45,0,0,5.957853012,EVT00052,3
2023-11-26 11:15,toilet_2,11:15:55,11:15:55,0,0,5.777166416,EVT00064,3
2023-11-26 11:44,bathroom_sink,11:44:40,11:44:54,14.84461981,6.232531209,1.541992604,EVT00016,3
2023-11-26 11:47,bathroom_sink,11:47:13,11:47:22,9.471264546,6.112313243,0.964855595,EVT00015,3
2023-11-26 12:41,toilet_2,12:41:23,12:41:23,0,0,6.212691625,EVT00065,3
2023-11-26 13:04,bathroom_sink_2,13:04:18,13:04:26,8.195787472,5.736805131,0.78362726,EVT00037,3
2023-11-26 13:14,toilet_2,13:14:42,13:14:42,0,0,5.800824066,EVT00066,3
2023-11-26 14:26,toilet,14:26:14,14:26:14,0,0,6.096678842,EVT00053,3
2023-11-26 15:12,bathroom_sink,15:12:01,15:12:20,19.80707637,5.685334867,1.876831032,EVT00018,3
2023-11-26 16:51,shower,16:51:14,17:00:22,548.7912363,10.17051951,93.02486625,EVT00047,3
2023-11-26 17:45,washing_machine,17:45:53,18:45:53,3600,0,103.9605946,EVT00074,3
2023-11-26 17:49,bathroom_sink,17:49:13,17:49:28,15.35796808,6.163583368,1.57766861,EVT00019,3
2023-11-26 18:15,toilet_2,18:15:17,18:15:17,0,0,5.812134368,EVT00068,3
2023-11-26 18:20,bathroom_sink_2,18:20:46,18:20:57,11.78160039,6.489191606,1.274217706,EVT00039,3
2023-11-26 18:42,toilet_2,18:42:19,18:42:19,0,0,5.796355061,EVT00067,3
2023-11-26 18:46,bathroom_sink,18:46:48,18:47:10,22.9124967,5.578580855,2.130320257,EVT00020,3
2023-11-26 18:53,bathroom_sink_2,18:53:31,18:53:50,19.88006843,5.987785586,1.983959787,EVT00038,3
2023-11-26 18:56,toilet,18:56:49,18:56:49,0,0,5.92494544,EVT00054,3
2023-11-26 19:03,bathroom_sink,19:03:05,19:03:17,12.65490887,5.426341004,1.144497515,EVT00022,3
2023-11-26 19:13,bathroom_sink,19:13:47,19:14:03,16.46779288,5.807686642,1.593996345,EVT00021,3
2023-11-26 19:26,toilet,19:26:16,19:26:16,0,0,5.857683856,EVT00055,3
2023-11-26 19:35,bathroom_sink,19:35:40,19:36:02,22.17864729,4.764724107,1.761252257,EVT00024,3
2023-11-26 19:38,bathroom_sink_2,19:38:24,19:38:44,20.32468539,5.489846179,1.859656607,EVT00040,3
2023-11-26 19:38,toilet_2,19:38:25,19:38:25,0,0,5.992526689,EVT00069,3
2023-11-26 19:42,bathroom_sink_2,19:42:35,19:42:56,21.96548399,5.570890619,2.039455145,EVT00041,3
2023-11-26 19:46,bathroom_sink,19:46:13,19:46:32,19.51680589,6.072408191,1.975233532,EVT00023,3
2023-11-26 19:47,toilet_2,19:47:18,19:47:18,0,0,5.919896653,EVT00070,3
2023-11-26 20:20,toilet,20:20:46,20:20:46,0,0,6.270132514,EVT00056,3
2023-11-26 21:07,bathroom_sink,21:07:00,21:07:26,26.42958243,5.417694557,2.386456748,EVT00026,3
2023-11-26 21:08,toilet_2,21:08:02,21:08:02,0,0,6.212825184,EVT00072,3
2023-11-26 21:28,toilet_2,21:28:30,21:28:30,0,0,6.058445258,EVT00071,3
2023-11-26 21:50,bathroom_sink,21:50:17,21:50:33,16.45754163,5.912416596,1.621730704,EVT00025,3
2023-11-26 21:57,bathroom_sink_2,21:57:07,21:57:23,16.128582,5.415438258,1.455722334,EVT00042,3
2023-11-26 23:12,bathroom_sink,23:12:18,23:12:31,13.55359367,5.555681591,1.254990847,EVT00027,3
2023-11-27 0:31,bathroom_sink_2,0:31:01,0:31:13,12.61652046,5.09638041,1.071643128,EVT00088,3
2023-11-27 0:31,bathroom_sink,0:31:41,0:31:58,17.75427741,5.4372148,1.608896999,EVT00076,3
2023-11-27 0:35,bathroom_sink,0:35:17,0:35:31,14.4218234,6.194603814,1.488958038,EVT00075,3
2023-11-27 1:27,bathroom_sink_2,1:27:40,1:27:58,18.8682486,5.291028135,1.663873903,EVT00089,3
2023-11-27 2:39,toilet,2:39:07,2:39:07,0,0,6.096958756,EVT00112,3
2023-11-27 4:15,toilet,4:15:58,4:15:58,0,0,5.738744764,EVT00113,3
2023-11-27 6:16,bathroom_sink_2,6:16:53,6:17:09,16.01281727,6.176137622,1.648289387,EVT00093,3
2023-11-27 6:23,bathroom_sink,6:23:57,6:24:06,9.773737705,5.717379752,0.931336168,EVT00077,3
2023-11-27 6:27,bathroom_sink_2,6:27:34,6:27:44,10.35174441,5.541868914,0.956133509,EVT00092,3
2023-11-27 6:31,bathroom_sink_2,6:31:01,6:31:12,11.44545013,5.605882564,1.069364155,EVT00090,3
2023-11-27 6:47,bathroom_sink_2,6:47:23,6:47:33,10.35458515,6.619272262,1.142330305,EVT00091,3
2023-11-27 7:48,bathroom_sink,7:48:02,7:48:15,13.56509934,5.771171497,1.304775244,EVT00078,3
2023-11-27 8:13,toilet,8:13:05,8:13:05,0,0,6.21103012,EVT00114,3
2023-11-27 8:27,bathroom_sink_2,8:27:16,8:27:48,32.12834801,5.67154402,3.036955667,EVT00095,3
2023-11-27 8:37,bathroom_sink,8:37:42,8:38:01,19.20165107,5.411959965,1.731976114,EVT00079,3
2023-11-27 8:50,bathroom_sink_2,8:50:20,8:50:37,17.17242278,5.428595674,1.553702334,EVT00094,3
2023-11-27 8:56,toilet_2,8:56:36,8:56:36,0,0,6.022726844,EVT00122,3
2023-11-27 9:00,toilet,9:00:43,9:00:43,0,0,5.892727238,EVT00115,3
2023-11-27 9:09,bathroom_sink_2,9:09:01,9:09:18,17.73818918,5.059010371,1.49562805,EVT00097,3
2023-11-27 9:22,bathroom_sink,9:22:40,9:22:53,13.29084144,5.135126549,1.137502546,EVT00080,3
2023-11-27 9:37,bathroom_sink_2,9:37:40,9:37:51,11.82863402,5.662833536,1.11639309,EVT00096,3
2023-11-27 9:38,toilet,9:38:08,9:38:08,0,0,5.713575505,EVT00116,3
2023-11-27 9:54,toilet_2,9:54:48,9:54:48,0,0,5.904279302,EVT00123,3
2023-11-27 10:12,toilet_2,10:12:13,10:12:13,0,0,6.094709072,EVT00124,3
2023-11-27 10:43,shower,10:43:26,10:51:35,489.9150764,9.404506579,76.79015931,EVT00110,3
2023-11-27 10:44,bathroom_sink_2,10:44:23,10:44:42,19.30915599,5.902926763,1.899675561,EVT00098,3
2023-11-27 10:55,toilet,10:55:20,10:55:20,0,0,6.110903781,EVT00117,3
2023-11-27 11:00,bathroom_sink_2,11:00:22,11:00:42,20.34796628,7.204798409,2.443383251,EVT00099,3
2023-11-27 11:23,kitchen_sink,11:23:35,11:24:47,72.86618044,8.04559393,9.770861651,EVT00108,3
2023-11-27 11:26,shower,11:26:18,11:32:07,349.0752111,10.57960426,61.55129319,EVT00111,3
2023-11-27 12:02,toilet,12:02:07,12:02:07,0,0,6.290524727,EVT00118,3
2023-11-27 12:32,bathroom_sink_2,12:32:06,12:32:28,22.39813551,5.009593418,1.870092537,EVT00100,3
2023-11-27 14:30,bathroom_sink,14:30:12,14:30:31,19.59630701,6.068811923,1.982105027,EVT00081,3
2023-11-27 15:24,bathroom_sink_2,15:24:29,15:24:44,15.96003323,4.959513287,1.319233281,EVT00101,3
2023-11-27 15:38,bathroom_sink,15:38:35,15:38:50,15.32165297,5.528417881,1.411741671,EVT00082,3
2023-11-27 16:45,bathroom_sink,16:45:47,16:45:58,11.84004239,6.5234646,1.287301623,EVT00083,3
2023-11-27 16:57,dishwasher,16:57:29,18:57:29,7200,0,20.70544187,EVT00129,3
2023-11-27 17:12,bathroom_sink_2,17:12:01,17:12:18,17.99110144,6.122167903,1.835742396,EVT00102,3
2023-11-27 17:15,toilet_2,17:15:07,17:15:07,0,0,5.84335984,EVT00125,3
2023-11-27 17:58,toilet,17:58:56,17:58:56,0,0,6.243104527,EVT00119,3
2023-11-27 19:03,bathroom_sink_2,19:03:01,19:03:22,21.45750336,6.099604756,2.181371492,EVT00103,3
2023-11-27 19:16,toilet_2,19:16:20,19:16:20,0,0,5.964134961,EVT00126,3
2023-11-27 20:11,toilet_2,20:11:11,20:11:11,0,0,6.231082042,EVT00128,3
2023-11-27 20:14,toilet,20:14:56,20:14:56,0,0,6.166618253,EVT00120,3
2023-11-27 20:23,toilet,20:23:16,20:23:16,0,0,6.24082534,EVT00121,3
2023-11-27 20:41,bathroom_sink,20:41:57,20:42:10,13.52929616,6.095759182,1.374522188,EVT00085,3
2023-11-27 20:43,toilet_2,20:43:23,20:43:23,0,0,6.03525053,EVT00127,3
2023-11-27 20:52,bathroom_sink,20:52:57,20:53:21,24.7571914,6.089716553,2.512737971,EVT00084,3
2023-11-27 20:57,washing_machine,20:57:54,21:57:54,3600,0,117.5538916,EVT00130,3
2023-11-27 21:04,bathroom_sink_2,21:04:27,21:04:38,11.48188587,5.468590447,1.046495523,EVT00105,3
2023-11-27 21:25,bathroom_sink,21:25:56,21:26:13,17.19085808,5.881947233,1.685262002,EVT00086,3
2023-11-27 21:26,bathroom_sink_2,21:26:19,21:26:36,17.57586488,5.113090594,1.497783156,EVT00104,3
2023-11-27 21:39,kitchen_sink,21:39:23,21:41:44,141.9241153,7.601105827,17.97967033,EVT00109,3
2023-11-27 22:01,bathroom_sink_2,22:01:10,22:01:27,17.27197428,5.437398416,1.565243426,EVT00107,3
2023-11-27 22:43,bathroom_sink,22:43:10,22:43:25,15.52222249,5.325406892,1.377702511,EVT00087,3
2023-11-27 22:55,bathroom_sink_2,22:55:53,22:56:02,9.045394,6.158174435,0.928385235,EVT00106,3
2023-11-28 0:09,bathroom_sink,0:09:36,0:09:54,18.65161621,7.363000051,2.288864185,EVT00132,3
2023-11-28 0:29,bathroom_sink,0:29:15,0:29:25,10.17880453,5.315090824,0.901687842,EVT00131,3
2023-11-28 1:35,bathroom_sink,1:35:00,1:35:22,22.60980612,5.203120381,1.960692384,EVT00134,3
2023-11-28 1:35,bathroom_sink,1:35:37,1:35:48,11.74811926,5.118977651,1.002305999,EVT00133,3
2023-11-28 1:55,bathroom_sink,1:55:09,1:55:22,13.64427067,5.204609612,1.183551705,EVT00135,3
2023-11-28 2:21,bathroom_sink,2:21:47,2:22:09,22.24958181,5.387684893,1.997895597,EVT00136,3
2023-11-28 3:16,toilet_2,3:16:33,3:16:33,0,0,6.265799057,EVT00184,3
2023-11-28 3:52,bathroom_sink,3:52:43,3:52:58,15.01720881,5.915171768,1.480489493,EVT00137,3
2023-11-28 4:18,bathroom_sink,4:18:09,4:18:27,18.1589939,6.207386921,1.878665021,EVT00138,3
2023-11-28 4:39,bathroom_sink_2,4:39:35,4:39:44,9.70711249,6.490490119,1.050065295,EVT00152,3
2023-11-28 4:40,toilet_2,4:40:48,4:40:48,0,0,6.066655031,EVT00185,3
2023-11-28 5:19,bathroom_sink_2,5:19:16,5:19:26,10.99967899,5.764663531,1.056824138,EVT00153,3
2023-11-28 5:24,bathroom_sink,5:24:30,5:24:49,19.25736589,5.491210551,1.762437513,EVT00139,3
2023-11-28 6:47,bathroom_sink_2,6:47:26,6:47:41,15.18539018,5.147016792,1.302657637,EVT00154,3
2023-11-28 6:57,kitchen_sink,6:57:22,7:00:05,163.331042,8.123046959,22.11242873,EVT00170,3
2023-11-28 7:03,toilet,7:03:31,7:03:31,0,0,5.884163474,EVT00175,3
2023-11-28 7:09,bathroom_sink,7:09:27,7:09:33,6.6762605,5.839349471,0.649750304,EVT00140,3
2023-11-28 7:24,toilet_2,7:24:37,7:24:37,0,0,5.73298042,EVT00186,3
2023-11-28 7:25,bathroom_sink_2,7:25:12,7:25:33,21.92982084,5.759109515,2.104937332,EVT00156,3
2023-11-28 7:46,bathroom_sink_2,7:46:21,7:46:37,16.16466664,5.29601055,1.426804084,EVT00155,3
2023-11-28 7:52,toilet,7:52:50,7:52:50,0,0,6.29310009,EVT00176,3
2023-11-28 8:02,kitchen_sink,8:02:33,8:06:06,213.7999915,7.775964267,27.70835157,EVT00171,3
2023-11-28 8:17,bathroom_sink,8:17:51,8:18:00,9.834377172,6.024621687,0.987473366,EVT00143,3
2023-11-28 8:23,toilet,8:23:22,8:23:22,0,0,6.116387498,EVT00178,3
2023-11-28 8:26,toilet,8:26:34,8:26:34,0,0,6.197557495,EVT00177,3
2023-11-28 8:46,bathroom_sink,8:46:47,8:46:59,12.58927805,5.86411906,1.230417089,EVT00141,3
2023-11-28 8:55,bathroom_sink,8:55:33,8:55:51,18.25813281,5.598634519,1.703676877,EVT00142,3
2023-11-28 9:06,toilet,9:06:06,9:06:06,0,0,5.769378982,EVT00179,3
2023-11-28 9:26,bathroom_sink_2,9:26:09,9:26:24,15.61616952,6.219689401,1.618795401,EVT00158,3
2023-11-28 9:28,toilet_2,9:28:29,9:28:29,0,0,6.124855363,EVT00187,3
2023-11-28 9:30,kitchen_sink,9:30:18,9:33:58,220.1748711,8.883672046,32.5993558,EVT00172,3
2023-11-28 9:50,bathroom_sink_2,9:50:51,9:50:56,5.343895206,4.934107524,0.439455892,EVT00159,3
2023-11-28 9:57,bathroom_sink_2,9:57:15,9:57:33,18.28604285,6.212936232,1.893500303,EVT00157,3
2023-11-28 10:38,bathroom_sink_2,10:38:36,10:38:51,15.25744513,5.79664385,1.474032925,EVT00160,3
2023-11-28 11:43,bathroom_sink_2,11:43:14,11:43:28,14.59997796,5.552446888,1.35109337,EVT00161,3
2023-11-28 12:18,bathroom_sink,12:18:42,12:19:01,19.32218711,5.195943722,1.67328328,EVT00144,3
2023-11-28 12:21,bathroom_sink_2,12:21:56,12:22:08,12.54227568,6.214668075,1.299101337,EVT00162,3
2023-11-28 13:10,toilet_2,13:10:29,13:10:29,0,0,6.255801949,EVT00188,3
2023-11-28 13:28,toilet_2,13:28:11,13:28:11,0,0,5.990332833,EVT00189,3
2023-11-28 14:32,bathroom_sink_2,14:32:20,14:32:32,12.24169815,6.071694816,1.238797587,EVT00164,3
2023-11-28 14:49,bathroom_sink_2,14:49:22,14:49:30,8.415509165,5.451939072,0.764680721,EVT00163,3
2023-11-28 16:31,toilet_2,16:31:16,16:31:16,0,0,6.22359113,EVT00190,3
2023-11-28 17:00,bathroom_sink,17:00:47,17:01:02,15.36292613,6.008416946,1.538447762,EVT00145,3
2023-11-28 17:08,toilet_2,17:08:37,17:08:37,0,0,6.117986949,EVT00191,3
2023-11-28 17:37,toilet_2,17:37:07,17:37:07,0,0,5.864217798,EVT00193,3
2023-11-28 17:45,bathroom_sink_2,17:45:24,17:45:38,14.30742425,5.356725297,1.277349024,EVT00165,3
2023-11-28 17:49,toilet_2,17:49:32,17:49:32,0,0,5.972691857,EVT00192,3
2023-11-28 18:06,bathroom_sink_2,18:06:18,18:06:28,10.17026933,5.632557838,0.954743837,EVT00166,3
2023-11-28 18:06,bathroom_sink,18:06:45,18:06:57,12.78914204,5.921339835,1.262147603,EVT00146,3
2023-11-28 18:16,bathroom_sink,18:16:16,18:16:28,12.34357028,5.063808508,1.041757937,EVT00147,3
2023-11-28 18:30,toilet,18:30:10,18:30:10,0,0,6.227802801,EVT00180,3
2023-11-28 19:11,bathroom_sink,19:11:45,19:12:03,18.71826971,6.100446534,1.903163393,EVT00148,3
2023-11-28 19:12,bathroom_sink,19:12:08,19:12:21,13.35934832,5.035148383,1.121105018,EVT00149,3
2023-11-28 19:18,toilet_2,19:18:16,19:18:16,0,0,5.953170102,EVT00194,3
2023-11-28 19:27,toilet_2,19:27:21,19:27:21,0,0,5.893573716,EVT00195,3
2023-11-28 19:47,bathroom_sink,19:47:09,19:47:22,13.41055989,5.842784951,1.305916958,EVT00150,3
2023-11-28 19:53,bathroom_sink_2,19:53:16,19:53:33,17.6746304,5.559537288,1.637712779,EVT00167,3
2023-11-28 19:54,toilet_2,19:54:47,19:54:47,0,0,6.264914188,EVT00196,3
2023-11-28 20:17,toilet_2,20:17:50,20:17:50,0,0,5.965651883,EVT00198,3
2023-11-28 20:28,toilet_2,20:28:51,20:28:51,0,0,6.263438254,EVT00197,3
2023-11-28 20:34,toilet,20:34:48,20:34:48,0,0,6.106106169,EVT00181,3
2023-11-28 20:39,kitchen_sink,20:39:57,20:41:05,68.3283662,7.134640857,8.124972552,EVT00173,3
2023-11-28 20:50,shower,20:50:31,20:57:18,407.05962,9.21302658,62.50418498,EVT00174,3
2023-11-28 21:27,bathroom_sink,21:27:52,21:28:12,20.74493373,5.703605536,1.972015314,EVT00151,3
2023-11-28 21:40,bathroom_sink_2,21:40:16,21:40:32,16.52100955,5.287139021,1.455814571,EVT00168,3
2023-11-28 21:51,toilet,21:51:56,21:51:56,0,0,6.25465917,EVT00182,3
2023-11-28 23:01,toilet,23:01:43,23:01:43,0,0,6.036399948,EVT00183,3
2023-11-28 23:02,bathroom_sink_2,23:02:32,23:02:46,14.77295148,6.274088074,1.544779979,EVT00169,3
2023-11-28 23:58,washing_machine,23:58:25,0:58:25,3600,0,79.88078114,EVT00199,3
2023-11-29 2:19,toilet,2:19:39,2:19:39,0,0,6.07683165,EVT00243,3
2023-11-29 2:48,bathroom_sink_2,2:48:55,2:49:16,21.82092991,6.121452594,2.226263133,EVT00217,3
2023-11-29 2:49,bathroom_sink_2,2:49:05,2:49:23,18.70101782,5.667645007,1.766512171,EVT00216,3
2023-11-29 2:52,bathroom_sink,2:52:07,2:52:11,4.450450248,5.577700977,0.413721345,EVT00200,3
2023-11-29 2:54,shower,2:54:21,3:02:42,501.6636159,8.601902793,71.92102764,EVT00241,3
2023-11-29 2:55,bathroom_sink_2,2:55:18,2:55:38,20.31971274,4.606964206,1.560203155,EVT00215,3
2023-11-29 3:13,dishwasher,3:13:22,5:13:22,7200,0,23.40116354,EVT00273,3
2023-11-29 4:43,toilet,4:43:36,4:43:36,0,0,5.922745267,EVT00244,3
2023-11-29 5:08,bathroom_sink,5:08:44,5:08:58,14.73993794,5.949707443,1.461638641,EVT00201,3
2023-11-29 5:26,toilet,5:26:42,5:26:42,0,0,5.97581411,EVT00245,3
2023-11-29 6:13,toilet,6:13:43,6:13:43,0,0,6.265174996,EVT00247,3
2023-11-29 6:22,toilet_2,6:22:56,6:22:56,0,0,5.83315625,EVT00260,3
2023-11-29 6:23,toilet,6:23:03,6:23:03,0,0,5.820887644,EVT00246,3
2023-11-29 6:31,bathroom_sink,6:31:47,6:32:07,20.96675335,4.804936505,1.67906531,EVT00202,3
2023-11-29 6:49,toilet_2,6:49:43,6:49:43,0,0,5.910077371,EVT00259,3
2023-11-29 6:55,toilet,6:55:51,6:55:51,0,0,5.878424587,EVT00248,3
2023-11-29 7:04,bathroom_sink_2,7:04:42,7:04:42,0.375476282,5.707655338,0.035718153,EVT00219,3
2023-11-29 7:24,toilet_2,7:24:32,7:24:32,0,0,5.717293996,EVT00261,3
2023-11-29 7:26,bathroom_sink_2,7:26:27,7:26:35,8.573285215,6.327528776,0.904128482,EVT00218,3
2023-11-29 7:53,dishwasher,7:53:02,9:53:02,7200,0,18.208627,EVT00274,3
2023-11-29 8:01,kitchen_sink,8:01:55,8:05:02,187.4274331,9.000393934,28.11534553,EVT00239,3
2023-11-29 8:04,kitchen_sink,8:04:27,8:07:22,175.8119602,8.584359229,25.15388371,EVT00238,3
2023-11-29 8:06,toilet,8:06:06,8:06:06,0,0,6.095776464,EVT00251,3
2023-11-29 8:12,bathroom_sink,8:12:53,8:13:09,16.91214861,5.858753194,1.651401745,EVT00203,3
2023-11-29 8:18,bathroom_sink_2,8:18:28,8:18:40,12.13908387,5.466764927,1.106025299,EVT00220,3
2023-11-29 8:23,bathroom_sink_2,8:23:11,8:23:29,18.11586578,5.333009713,1.610201469,EVT00221,3
2023-11-29 8:23,toilet_2,8:23:48,8:23:48,0,0,5.787314024,EVT00263,3
2023-11-29 8:29,toilet,8:29:19,8:29:19,0,0,5.850883933,EVT00250,3
2023-11-29 8:41,toilet_2,8:41:55,8:41:55,0,0,5.744908669,EVT00262,3
2023-11-29 8:42,toilet,8:42:05,8:42:05,0,0,6.235852697,EVT00249,3
2023-11-29 8:43,kitchen_sink,8:43:26,8:45:58,152.6683999,8.193029565,20.84694523,EVT00237,3
2023-11-29 9:05,shower,9:05:32,9:11:48,376.1175872,8.373121036,52.48796802,EVT00242,3
2023-11-29 9:07,toilet_2,9:07:10,9:07:10,0,0,5.858564992,EVT00264,3
2023-11-29 9:15,kitchen_sink,9:15:50,9:18:16,146.2626032,8.06125632,19.65100558,EVT00240,3
2023-11-29 9:22,bathroom_sink,9:22:09,9:22:26,17.04414782,4.846814789,1.376830462,EVT00205,3
2023-11-29 9:53,bathroom_sink,9:53:49,9:54:16,27.35930735,5.69704512,2.597786807,EVT00204,3
2023-11-29 9:55,bathroom_sink_2,9:55:40,9:55:52,12.64069854,4.697437698,0.989648231,EVT00222,3
2023-11-29 10:04,bathroom_sink_2,10:04:47,10:05:11,24.92015294,5.146472476,2.137514687,EVT00223,3
2023-11-29 11:41,bathroom_sink,11:41:02,11:41:20,18.6255328,5.89808011,1.830914742,EVT00206,3
2023-11-29 12:02,bathroom_sink_2,12:02:17,12:02:30,13.63081912,5.828001455,1.324007228,EVT00224,3
2023-11-29 12:19,toilet,12:19:39,12:19:39,0,0,5.977081587,EVT00252,3
2023-11-29 12:32,bathroom_sink_2,12:32:07,12:32:26,19.56010458,6.290021458,2.050557959,EVT00226,3
2023-11-29 12:37,bathroom_sink_2,12:37:51,12:38:05,14.28583979,6.053842048,1.441403627,EVT00225,3
2023-11-29 13:13,toilet_2,13:13:19,13:13:19,0,0,5.702138825,EVT00265,3
2023-11-29 13:21,bathroom_sink,13:21:38,13:21:48,10.55212066,4.723028006,0.83063269,EVT00207,3
2023-11-29 14:21,bathroom_sink,14:21:06,14:21:24,18.38210164,5.947317862,1.822070024,EVT00208,3
2023-11-29 14:39,toilet_2,14:39:49,14:39:49,0,0,5.891123497,EVT00266,3
2023-11-29 15:50,bathroom_sink,15:50:48,15:50:57,9.328519402,5.163927174,0.802863247,EVT00209,3
2023-11-29 16:12,toilet_2,16:12:58,16:12:58,0,0,5.894820475,EVT00267,3
2023-11-29 16:58,toilet,16:58:43,16:58:43,0,0,5.972299549,EVT00253,3
2023-11-29 17:32,toilet,17:32:33,17:32:33,0,0,5.717369418,EVT00254,3
2023-11-29 17:56,bathroom_sink,17:56:14,17:56:29,15.38542332,5.146183509,1.319603529,EVT00210,3
2023-11-29 18:46,toilet_2,18:46:56,18:46:56,0,0,6.089868948,EVT00268,3
2023-11-29 19:02,toilet,19:02:08,19:02:08,0,0,6.132503819,EVT00255,3
2023-11-29 19:14,toilet_2,19:14:46,19:14:46,0,0,5.759036181,EVT00269,3
2023-11-29 19:26,bathroom_sink_2,19:26:40,19:27:04,24.45221174,5.712958639,2.328241239,EVT00227,3
2023-11-29 19:35,toilet,19:35:40,19:35:40,0,0,6.17197703,EVT00256,3
2023-11-29 20:05,washing_machine,20:05:10,21:05:10,3600,0,111.6517184,EVT00275,3
2023-11-29 20:07,bathroom_sink_2,20:07:41,20:07:55,14.05703021,5.935183417,1.390517543,EVT00231,3
2023-11-29 20:09,bathroom_sink,20:09:00,20:09:15,15.41984575,4.74844862,1.220339088,EVT00211,3
2023-11-29 20:24,bathroom_sink_2,20:24:25,20:24:51,26.10397486,5.665057289,2.464675218,EVT00230,3
