Timestamp,Device Name,Start Time,End Time,Duration (s),Flow Rate (L/min),Volume Used (L),Event ID,Occupants,Anomaly
2023-12-01 1:53,bathroom_sink,1:53:44,1:54:04,20.00325147,6.345288929,5,EVT00346,3,1
2023-12-01 2:23,shower,2:23:06,2:32:54,588.970925,10.03481419,5,EVT00392,3,1
2023-12-01 2:42,toilet,2:42:07,2:42:07,0,0,5,EVT00395,3,1
2023-12-01 3:21,bathroom_sink_2,3:21:31,3:21:41,10.98278983,6.220918105,5,EVT00369,3,1
2023-12-02 19:20,bathroom_sink_2,19:20:09,19:20:20,11.02201495,4.8753757,5,EVT00458,3,1
2023-12-02 19:27,bathroom_sink,19:27:10,19:27:18,8.018052893,5.814440882,5,EVT00437,3,1
2023-12-02 19:27,bathroom_sink_2,19:27:22,19:27:32,10.99372247,6.446509719,5,EVT00460,3,1
2023-12-02 19:29,toilet,19:29:35,19:29:35,0,0,5,EVT00481,3,1
2023-12-02 19:55,toilet_2,19:55:29,19:55:29,0,0,5,EVT00499,3,1
2023-12-02 19:55,bathroom_sink,19:55:46,19:56:06,20.11610466,5.268286391,5,EVT00436,3,1
2023-12-02 19:58,toilet_2,19:58:41,19:58:41,0,0,5,EVT00500,3,1
2023-12-02 20:09,kitchen_sink,20:09:58,20:12:50,172.2517872,8.379942408,5,EVT00466,3,1
2023-12-02 20:20,toilet,20:20:13,20:20:13,0,0,5,EVT00482,3,1
2023-12-02 20:20,bathroom_sink,20:20:54,20:21:03,9.831093819,6.800678102,5,EVT00440,3,1
2023-12-02 20:29,bathroom_sink,20:29:31,20:29:48,17.44343997,6.044536653,5,EVT00439,3,1
2023-12-02 20:30,toilet,20:30:29,20:30:29,0,0,5,EVT00483,3,1
2023-12-02 20:58,bathroom_sink,20:58:57,20:59:17,20.34642892,5.820327867,5,EVT00438,3,1
2023-12-02 21:56,bathroom_sink_2,21:56:54,21:57:13,19.99403643,5.861604184,5,EVT00461,3,1
2023-12-02 22:29,bathroom_sink_2,22:29:17,22:29:31,14.17913392,5.336223396,5,EVT00462,3,1
2023-12-02 22:36,bathroom_sink,22:36:06,22:36:20,14.52845682,5.824046194,5,EVT00441,3,1
2023-12-02 22:41,bathroom_sink_2,22:41:18,22:41:29,11.1657346,5.185547201,5,EVT00463,3,1
2023-12-03 0:07,bathroom_sink,0:07:48,0:07:58,10.06537302,6.194640501,5,EVT00503,3,1
2023-12-03 0:28,bathroom_sink,0:28:39,0:28:44,5.003459216,5.427577555,5,EVT00504,3,1
2023-12-03 1:23,toilet,1:23:02,1:23:02,0,0,5,EVT00562,3,1
2023-12-03 1:32,bathroom_sink,1:32:40,1:32:53,13.30785997,5.529066038,5,EVT00505,3,1
2023-12-03 2:43,bathroom_sink_2,2:43:46,2:44:02,16.21817038,5.613094,5,EVT00530,3,1
2023-12-03 3:24,toilet_2,3:24:50,3:24:50,0,0,5,EVT00570,3,1
2023-12-03 3:51,bathroom_sink,3:51:41,3:51:58,17.41196144,5.843224566,5,EVT00506,3,1
2023-12-03 6:31,kitchen_sink,6:31:20,6:31:20,0,9.103081835,5,EVT00556,3,1
2023-12-03 15:57,bathroom_sink_2,15:57:49,15:58:04,15.87283153,5.617898181,5,EVT00539,3,1
2023-12-03 16:15,bathroom_sink_2,16:15:39,16:15:49,10.75553803,6.307869646,5,EVT00542,3,1
2023-12-03 17:03,toilet_2,17:03:45,17:03:45,0,0,5,EVT00577,3,1
2023-12-03 17:04,toilet_2,17:04:33,17:04:33,0,0,5,EVT00575,3,1
2023-12-03 17:14,bathroom_sink_2,17:14:12,17:14:28,16.87852495,6.173008287,5,EVT00543,3,1
2023-12-03 17:21,bathroom_sink,17:21:27,17:21:47,20.01297378,6.610522137,5,EVT00523,3,1
2023-12-03 17:43,toilet_2,17:43:53,17:43:53,0,0,5,EVT00576,3,1
2023-12-03 18:13,bathroom_sink_2,18:13:00,18:13:12,12.52355704,6.179649162,5,EVT00544,3,1
2023-12-03 18:29,bathroom_sink,18:29:21,18:29:37,16.40059652,5.389419679,5,EVT00526,3,1
2023-12-03 18:40,toilet,18:40:43,18:40:43,0,0,5,EVT00566,3,1
2023-12-03 18:43,bathroom_sink_2,18:43:19,18:43:38,19.75983595,5.60172037,5,EVT00545,3,1
2023-12-03 18:43,bathroom_sink,18:43:45,18:44:07,22.8377417,5.689005049,5,EVT00525,3,1
2023-12-03 18:50,bathroom_sink,18:50:42,18:50:58,16.04324275,5.86273171,5,EVT00524,3,1
2023-12-03 19:13,bathroom_sink_2,19:13:54,19:14:06,12.41220242,6.194632351,5,EVT00549,3,1
2023-12-03 19:18,toilet,19:18:25,19:18:25,0,0,5,EVT00567,3,1
2023-12-03 19:23,bathroom_sink_2,19:23:30,19:23:47,17.40995992,6.527844454,5,EVT00546,3,1
2023-12-03 19:43,bathroom_sink_2,19:43:32,19:43:44,12.6577346,5.658291669,5,EVT00548,3,1
2023-12-03 19:51,bathroom_sink_2,19:51:37,19:51:53,16.60507681,5.389084322,5,EVT00547,3,1
2023-12-03 19:54,toilet,19:54:31,19:54:31,0,0,5,EVT00568,3,1
2023-12-03 20:01,bathroom_sink,20:01:40,20:01:57,17.75717977,5.405918857,5,EVT00528,3,1
2023-12-03 20:04,bathroom_sink,20:04:20,20:04:30,10.12240731,5.631982721,5,EVT00527,3,1
2023-12-03 20:24,toilet_2,20:24:28,20:24:28,0,0,5,EVT00578,3,1
2023-12-03 20:37,bathroom_sink_2,20:37:22,20:37:45,23.68635445,4.911326558,5,EVT00550,3,1
2023-12-03 20:47,bathroom_sink_2,20:47:55,20:48:10,15.32611874,4.948685327,5,EVT00551,3,1
2023-12-06 2:17,bathroom_sink,2:17:44,2:18:02,18.68867958,5.381746537,5,EVT00719,3,1
2023-12-06 3:20,bathroom_sink_2,3:20:25,3:20:47,22.85762327,6.035773355,5,EVT00751,3,1
2023-12-06 3:32,bathroom_sink,3:32:12,3:32:23,11.92052854,5.052764002,5,EVT00720,3,1
2023-12-06 4:00,bathroom_sink,4:00:37,4:00:41,4.679121849,6.453683261,5,EVT00721,3,1
2023-12-06 4:16,bathroom_sink_2,4:16:09,4:16:28,19.76685388,5.248976372,5,EVT00752,3,1
2023-12-06 5:09,bathroom_sink,5:09:39,5:09:52,13.65078478,4.90621046,5,EVT00722,3,1
2023-12-06 6:00,bathroom_sink_2,6:00:41,6:01:05,24.34266518,5.429744273,5,EVT00753,3,1
2023-12-06 6:17,bathroom_sink_2,6:17:20,6:17:35,15.99928116,5.626839583,5,EVT00754,3,1
2023-12-06 6:25,bathroom_sink,6:25:38,6:25:55,17.71525585,5.997665156,5,EVT00723,3,1
2023-12-06 6:45,bathroom_sink,6:45:06,6:45:18,12.12811012,5.323590471,5,EVT00724,3,1
2023-12-06 6:45,toilet,6:45:47,6:45:47,0,0,5,EVT00771,3,1
2023-12-06 7:08,bathroom_sink_2,7:08:00,7:08:25,25.13804455,4.770455581,5,EVT00755,3,1
2023-12-06 7:11,toilet,7:11:25,7:11:25,0,0,5,EVT00772,3,1
2023-12-06 7:12,bathroom_sink_2,7:12:08,7:12:25,17.26926887,5.522071236,5,EVT00756,3,1
2023-12-06 7:21,bathroom_sink,7:21:13,7:21:23,10.53050243,6.112407836,5,EVT00725,3,1
2023-12-06 7:32,toilet_2,7:32:27,7:32:27,0,0,5,EVT00777,3,1
2023-12-06 7:39,bathroom_sink,7:39:44,7:39:56,12.83849279,6.625175431,5,EVT00726,3,1
2023-12-06 7:52,dishwasher,7:52:05,9:52:05,7200,0,5,EVT00784,3,1
2023-12-06 7:53,kitchen_sink,7:53:35,7:54:25,50.19587195,9.390928061,5,EVT00768,3,1
2023-12-06 8:07,toilet,8:07:28,8:07:28,0,0,5,EVT00773,3,1
2023-12-06 8:11,bathroom_sink,8:11:02,8:11:24,22.41364621,5.03329819,5,EVT00729,3,1
2023-12-06 8:12,bathroom_sink,8:12:30,8:12:54,24.39089948,5.729852596,5,EVT00727,3,1
2023-12-06 8:12,bathroom_sink,8:12:31,8:12:41,10.38334005,5.771915634,5,EVT00730,3,1
2023-12-06 8:39,toilet_2,8:39:04,8:39:04,0,0,5,EVT00778,3,1
2023-12-07 23:17,bathroom_sink,23:17:44,23:17:59,15.11351311,4.935029153,5,EVT00798,3,1
2023-12-07 23:42,bathroom_sink,23:42:45,23:43:00,15.66493453,6.589472753,5,EVT00799,3,1
2023-12-08 0:41,bathroom_sink,0:41:03,0:41:21,18.0714748,5.357794606,5,EVT00837,3,1
2023-12-08 1:31,toilet_2,1:31:46,1:31:46,0,0,5,EVT00890,3,1
2023-12-08 2:31,bathroom_sink_2,2:31:32,2:31:46,14.15960467,6.277798165,5,EVT00861,3,1
2023-12-08 2:52,toilet_2,2:52:55,2:52:55,0,0,5,EVT00891,3,1
2023-12-08 5:00,toilet_2,5:00:30,5:00:30,0,0,5,EVT00892,3,1
2023-12-08 6:43,bathroom_sink,6:43:45,6:44:04,19.60653379,5.058022892,5,EVT00838,3,1
2023-12-08 6:46,bathroom_sink_2,6:46:08,6:46:20,12.27928658,5.584462335,5,EVT00862,3,1
2023-12-08 6:56,bathroom_sink_2,6:56:45,6:57:06,21.19330967,5.68671203,5,EVT00863,3,1
2023-12-08 7:17,bathroom_sink_2,7:17:42,7:17:58,16.45161489,6.155581927,5,EVT00864,3,1
2023-12-08 7:22,bathroom_sink,7:22:46,7:23:09,23.24504842,5.557008191,5,EVT00839,3,1
2023-12-08 7:23,bathroom_sink,7:23:12,7:23:29,17.90147115,5.694505584,5,EVT00843,3,1
2023-12-08 7:28,bathroom_sink,7:28:07,7:28:24,17.64459804,6.044365236,5,EVT00840,3,1
2023-12-08 7:37,bathroom_sink,7:37:08,7:37:27,19.6120522,5.053784626,5,EVT00841,3,1
2023-12-08 7:37,bathroom_sink,7:37:14,7:37:34,20.74657847,5.627945298,5,EVT00842,3,1
2023-12-08 7:38,toilet,7:38:14,7:38:14,0,0,5,EVT00883,3,1
2023-12-08 7:46,bathroom_sink,7:46:54,7:47:14,20.0391451,5.711249663,5,EVT00844,3,1
2023-12-08 7:49,toilet,7:49:11,7:49:11,0,0,5,EVT00884,3,1
2023-12-08 8:14,toilet_2,8:14:58,8:14:58,0,0,5,EVT00893,3,1
2023-12-08 8:16,bathroom_sink_2,8:16:38,8:16:52,14.19805598,5.981330624,5,EVT00865,3,1
2023-12-08 8:26,toilet,8:26:05,8:26:05,0,0,5,EVT00885,3,1
2023-12-08 9:09,bathroom_sink_2,9:09:21,9:09:23,2.746127649,5.507285535,5,EVT00868,3,1
2023-12-08 9:09,bathroom_sink,9:09:21,9:09:31,10.50605708,5.677185135,5,EVT00845,3,1
2023-12-10 6:36,bathroom_sink,6:36:23,6:36:34,11.56849296,5.978347798,5,EVT00992,3,1
2023-12-10 6:40,toilet_2,6:40:54,6:40:54,0,0,5,EVT01054,3,1
2023-12-10 6:52,toilet_2,6:52:52,6:52:52,0,0,5,EVT01055,3,1
2023-12-10 6:58,toilet,6:58:56,6:58:56,0,0,5,EVT01043,3,1
2023-12-10 7:06,bathroom_sink_2,7:06:01,7:06:17,16.14929059,5.533334999,5,EVT01016,3,1
2023-12-10 7:27,toilet,7:27:14,7:27:14,0,0,5,EVT01046,3,1
2023-12-10 7:40,toilet,7:40:00,7:40:00,0,0,5,EVT01045,3,1
2023-12-10 7:41,toilet,7:41:29,7:41:29,0,0,5,EVT01044,3,1
2023-12-10 7:53,toilet,7:53:28,7:53:28,0,0,5,EVT01047,3,1
2023-12-10 8:04,toilet_2,8:04:18,8:04:18,0,0,5,EVT01056,3,1
2023-12-10 8:13,toilet_2,8:13:14,8:13:14,0,0,5,EVT01057,3,1
2023-12-10 8:20,bathroom_sink,8:20:09,8:20:35,26.46699095,5.670104138,5,EVT00996,3,1
2023-12-10 8:30,bathroom_sink_2,8:30:37,8:30:51,14.91684636,5.363861467,5,EVT01017,3,1
2023-12-10 8:31,toilet,8:31:27,8:31:27,0,0,5,EVT01048,3,1
2023-12-10 8:56,bathroom_sink_2,8:56:46,8:57:06,20.92273176,5.877759085,5,EVT01019,3,1
2023-12-10 8:56,bathroom_sink_2,8:56:51,8:57:09,18.44893099,5.993785567,5,EVT01018,3,1
2023-12-10 9:01,bathroom_sink_2,9:01:52,9:02:03,11.08880209,5.651599191,5,EVT01022,3,1
2023-12-10 9:02,bathroom_sink_2,9:02:31,9:02:48,17.70886617,6.168890971,5,EVT01020,3,1
2023-12-10 9:02,bathroom_sink,9:02:51,9:03:04,13.36514692,5.757527814,5,EVT00997,3,1
2023-12-10 9:16,bathroom_sink_2,9:16:27,9:16:43,16.73302556,5.839852392,5,EVT01021,3,1
2023-12-10 9:22,toilet_2,9:22:12,9:22:12,0,0,5,EVT01058,3,1
2023-12-10 9:38,shower,9:38:34,9:49:21,647.3896039,10.45639944,5,EVT01036,3,1
2023-12-10 9:48,bathroom_sink,9:48:52,9:49:06,14.96239792,5.09856161,5,EVT00998,3,1
2023-12-10 9:56,kitchen_sink,9:56:30,9:58:16,106.3199376,8.077679394,5,EVT01032,3,1
2023-12-12 20:42,bathroom_sink_2,20:42:29,20:42:45,16.45468684,5.009851931,5,EVT01176,3,1
2023-12-12 20:43,toilet_2,20:43:09,20:43:09,0,0,5,EVT01211,3,1
2023-12-12 21:10,toilet_2,21:10:41,21:10:41,0,0,5,EVT01212,3,1
2023-12-12 21:14,bathroom_sink,21:14:14,21:14:24,10.94497108,5.722872411,5,EVT01160,3,1
2023-12-12 22:10,bathroom_sink_2,22:10:38,22:10:47,9.804292275,6.424196511,5,EVT01177,3,1
2023-12-12 22:52,bathroom_sink,22:52:33,22:52:46,13.90291664,5.388747926,5,EVT01161,3,1
2023-12-12 23:26,bathroom_sink,23:26:17,23:26:27,10.5785908,5.229719602,5,EVT01162,3,1
2023-12-12 23:29,kitchen_sink,23:29:41,23:30:26,45.96823167,9.161952979,5,EVT01184,3,1
2023-12-13 0:04,bathroom_sink,0:04:27,0:04:31,4.391469631,6.579249696,5,EVT01213,3,1
2023-12-13 1:28,toilet,1:28:17,1:28:17,0,0,5,EVT01252,3,1
2023-12-13 1:58,bathroom_sink,1:58:11,1:58:22,11.883706,5.665199935,5,EVT01214,3,1
2023-12-13 3:12,bathroom_sink,3:12:10,3:12:26,16.52732356,5.570247537,5,EVT01215,3,1
2023-12-13 4:01,bathroom_sink,4:01:08,4:01:29,21.88951436,5.45884881,5,EVT01216,3,1
2023-12-13 5:27,toilet,5:27:10,5:27:10,0,0,5,EVT01253,3,1
2023-12-13 5:27,dishwasher,5:27:20,7:27:20,7200,0,5,EVT01278,3,1
2023-12-13 6:19,bathroom_sink_2,6:19:06,6:19:22,16.90005568,6.398865628,5,EVT01236,3,1
2023-12-13 6:19,bathroom_sink,6:19:21,6:19:32,11.65602154,6.046194906,5,EVT01218,3,1
2023-12-13 6:30,toilet,6:30:52,6:30:52,0,0,5,EVT01254,3,1
2023-12-13 6:32,bathroom_sink,6:32:33,6:32:40,7.658807595,5.604357416,5,EVT01217,3,1
2023-12-13 6:38,toilet_2,6:38:43,6:38:43,0,0,5,EVT01263,3,1
2023-12-13 6:53,bathroom_sink,6:53:58,6:54:08,10.8997742,5.235271257,5,EVT01219,3,1
2023-12-13 7:17,toilet_2,7:17:52,7:17:52,0,0,5,EVT01264,3,1
2023-12-13 7:24,bathroom_sink_2,7:24:27,7:24:44,17.03690564,5.246919607,5,EVT01237,3,1
2023-12-13 7:26,kitchen_sink,7:26:54,7:28:24,90.94347928,7.632332717,5,EVT01250,3,1
2023-12-14 18:26,bathroom_sink,18:26:36,18:26:53,17.12472955,6.679447937,5,EVT01298,3,1
2023-12-14 18:33,bathroom_sink_2,18:33:14,18:33:30,16.46689812,5.329454865,5,EVT01319,3,1
2023-12-14 18:41,bathroom_sink,18:41:10,18:41:29,19.01198871,6.071772934,5,EVT01297,3,1
2023-12-14 19:06,toilet_2,19:06:57,19:06:57,0,0,5,EVT01355,3,1
2023-12-14 19:25,shower,19:25:18,19:33:06,468.8144654,9.305045264,5,EVT01333,3,1
2023-12-14 19:30,toilet_2,19:30:00,19:30:00,0,0,5,EVT01356,3,1
2023-12-14 19:31,washing_machine,19:31:16,20:31:16,3600,0,5,EVT01358,3,1
2023-12-14 19:42,bathroom_sink_2,19:42:07,19:42:28,21.3118463,5.86697287,5,EVT01321,3,1
2023-12-14 20:02,toilet,20:02:23,20:02:23,0,0,5,EVT01342,3,1
2023-12-14 20:03,kitchen_sink,20:03:54,20:08:06,252.0083962,8.922583262,5,EVT01331,3,1
2023-12-14 20:09,bathroom_sink_2,20:09:48,20:09:55,7.573495932,6.18472797,5,EVT01324,3,1
2023-12-14 20:17,bathroom_sink_2,20:17:04,20:17:17,13.08571643,5.794759372,5,EVT01322,3,1
2023-12-14 20:32,bathroom_sink_2,20:32:33,20:32:48,15.18348293,6.077823967,5,EVT01323,3,1
2023-12-14 20:34,bathroom_sink,20:34:49,20:34:57,8.462800182,5.442859106,5,EVT01299,3,1
2023-12-14 20:35,shower,20:35:42,20:42:46,424.622142,9.148534974,5,EVT01334,3,1
2023-12-14 20:35,bathroom_sink_2,20:35:49,20:35:57,8.785819331,5.5898731,5,EVT01325,3,1
2023-12-14 21:17,bathroom_sink_2,21:17:34,21:17:49,15.92943667,5.52461249,5,EVT01327,3,1
2023-12-14 21:20,bathroom_sink_2,21:20:51,21:21:10,19.13827773,5.404754725,5,EVT01326,3,1
2023-12-14 21:39,bathroom_sink,21:39:39,21:39:45,6.569264224,5.678840012,5,EVT01300,3,1
2023-12-14 23:30,bathroom_sink,23:30:25,23:30:47,22.19647465,4.763581995,5,EVT01301,3,1
2023-12-14 23:42,bathroom_sink_2,23:42:15,23:42:25,10.50180485,6.563500565,5,EVT01328,3,1
2023-12-14 23:43,bathroom_sink_2,23:43:12,23:43:29,17.20385568,6.351029737,5,EVT01329,3,1
2023-12-14 23:49,bathroom_sink,23:49:42,23:49:57,15.31723098,6.101668517,5,EVT01302,3,1
2023-12-15 0:55,bathroom_sink_2,0:55:41,0:55:57,16.1667126,5.908109823,5,EVT01377,3,1
2023-12-15 7:05,bathroom_sink_2,7:05:25,7:05:36,11.40246199,5.660077836,5,EVT01382,3,1
2023-12-15 7:13,toilet,7:13:14,7:13:14,0,0,5,EVT01400,3,1
2023-12-15 7:22,toilet_2,7:22:31,7:22:31,0,0,5,EVT01413,3,1
2023-12-15 7:23,bathroom_sink,7:23:18,7:23:36,18.88402787,5.624236146,5,EVT01362,3,1
2023-12-15 7:36,kitchen_sink,7:36:17,7:39:23,186.9301701,9.101139863,5,EVT01391,3,1
2023-12-15 7:38,toilet_2,7:38:18,7:38:18,0,0,5,EVT01414,3,1
2023-12-15 7:51,bathroom_sink,7:51:51,7:52:07,16.88948881,5.018288218,5,EVT01364,3,1
2023-12-15 8:15,bathroom_sink,8:15:02,8:15:19,17.15367871,4.728823352,5,EVT01365,3,1
2023-12-15 8:22,toilet_2,8:22:09,8:22:09,0,0,5,EVT01415,3,1
2023-12-15 8:31,bathroom_sink_2,8:31:45,8:31:56,11.3871908,6.137856031,5,EVT01383,3,1
2023-12-15 8:55,toilet,8:55:37,8:55:37,0,0,5,EVT01401,3,1
2023-12-15 9:04,bathroom_sink_2,9:04:07,9:04:21,14.01004486,6.034215931,5,EVT01385,3,1
2023-12-15 9:18,bathroom_sink,9:18:52,9:19:10,18.64095048,5.629655772,5,EVT01366,3,1
2023-12-15 9:22,toilet,9:22:50,9:22:50,0,0,5,EVT01403,3,1
2023-12-15 9:38,toilet,9:38:27,9:38:27,0,0,5,EVT01402,3,1
2023-12-15 9:47,bathroom_sink_2,9:47:26,9:47:39,13.51945762,5.293119577,5,EVT01384,3,1
2023-12-15 10:15,toilet_2,10:15:45,10:15:45,0,0,5,EVT01416,3,1
2023-12-15 10:24,bathroom_sink_2,10:24:13,10:24:18,5.310401228,5.281087487,5,EVT01386,3,1
2023-12-15 11:05,bathroom_sink,11:05:35,11:05:49,14.3776476,5.475640998,5,EVT01367,3,1
2023-12-15 11:31,toilet_2,11:31:06,11:31:06,0,0,5,EVT01417,3,1
2023-12-15 12:54,bathroom_sink,12:54:24,12:54:27,3.811519137,5.365481952,5,EVT01368,3,1
2023-12-15 15:26,toilet_2,15:26:04,15:26:04,0,0,5,EVT01418,3,1
2023-12-15 15:28,bathroom_sink,15:28:19,15:28:31,12.85953263,5.454797195,5,EVT01369,3,1
2023-12-15 16:15,kitchen_sink,16:15:19,16:18:28,189.7071821,8.492473116,5,EVT01392,3,1
2023-12-16 9:01,toilet,9:01:51,9:01:51,0,0,5,EVT01482,3,1
2023-12-16 9:10,toilet,9:10:45,9:10:45,0,0,5,EVT01481,3,1
2023-12-16 9:14,bathroom_sink,9:14:34,9:14:51,17.85341345,5.436141549,5,EVT01436,3,1
2023-12-16 9:15,toilet,9:15:31,9:15:31,0,0,5,EVT01480,3,1
2023-12-16 9:18,toilet_2,9:18:36,9:18:36,0,0,5,EVT01492,3,1
2023-12-16 9:23,toilet_2,9:23:55,9:23:55,0,0,5,EVT01493,3,1
2023-12-16 9:25,toilet_2,9:25:07,9:25:07,0,0,5,EVT01495,3,1
2023-12-16 9:25,toilet_2,9:25:51,9:25:51,0,0,5,EVT01494,3,1
2023-12-16 9:39,bathroom_sink,9:39:34,9:39:47,13.0310953,5.360559268,5,EVT01437,3,1
2023-12-16 9:51,bathroom_sink_2,9:51:08,9:51:17,9.129831115,6.369834183,5,EVT01459,3,1
2023-12-16 10:07,bathroom_sink_2,10:07:34,10:07:52,18.97789799,6.440257908,5,EVT01461,3,1
2023-12-16 10:28,toilet_2,10:28:53,10:28:53,0,0,5,EVT01496,3,1
2023-12-16 10:38,bathroom_sink_2,10:38:36,10:38:51,15.21096529,6.825235277,5,EVT01460,3,1
2023-12-16 11:22,bathroom_sink_2,11:22:22,11:22:40,18.70865345,5.423278804,5,EVT01462,3,1
2023-12-16 11:50,bathroom_sink,11:50:58,11:51:07,9.285524099,5.657470172,5,EVT01438,3,1
2023-12-16 12:18,bathroom_sink,12:18:17,12:18:31,14.20101139,6.263994279,5,EVT01439,3,1
2023-12-16 12:24,toilet_2,12:24:52,12:24:52,0,0,5,EVT01497,3,1
2023-12-16 13:28,bathroom_sink_2,13:28:09,13:28:26,17.5588927,5.642530731,5,EVT01463,3,1
2023-12-16 14:22,bathroom_sink,14:22:00,14:22:12,12.52698386,5.738488826,5,EVT01440,3,1
2023-12-16 15:43,bathroom_sink_2,15:43:49,15:44:04,15.96242773,6.391504747,5,EVT01464,3,1
2023-12-16 16:25,shower,16:25:28,16:32:58,450.904648,10.39679471,5,EVT01474,3,1
2023-12-16 17:28,bathroom_sink,17:28:55,17:29:09,14.70398522,5.193856668,5,EVT01444,3,1
2023-12-16 17:32,bathroom_sink,17:32:58,17:33:11,13.79471481,5.645532042,5,EVT01442,3,1
2023-12-16 17:35,bathroom_sink,17:35:47,17:35:58,11.02524407,6.810196583,5,EVT01443,3,1
2023-12-21 7:27,toilet,7:27:06,7:27:06,0,0,5,EVT01825,3,1
2023-12-21 7:27,toilet,7:27:44,7:27:44,0,0,5,EVT01826,3,1
2023-12-21 7:32,toilet_2,7:32:58,7:32:58,0,0,5,EVT01842,3,1
2023-12-21 7:38,bathroom_sink_2,7:38:33,7:38:46,13.82621025,6.182395135,5,EVT01800,3,1
2023-12-21 8:11,bathroom_sink_2,8:11:26,8:11:39,13.22385908,6.218415013,5,EVT01801,3,1
2023-12-21 8:29,toilet,8:29:06,8:29:06,0,0,5,EVT01828,3,1
2023-12-21 8:54,toilet_2,8:54:22,8:54:22,0,0,5,EVT01844,3,1
2023-12-21 8:58,toilet_2,8:58:50,8:58:50,0,0,5,EVT01843,3,1
2023-12-21 9:10,toilet_2,9:10:30,9:10:30,0,0,5,EVT01846,3,1
2023-12-21 9:17,toilet,9:17:27,9:17:27,0,0,5,EVT01829,3,1
2023-12-21 9:30,bathroom_sink_2,9:30:57,9:31:10,13.29189448,7.038860492,5,EVT01802,3,1
2023-12-21 9:41,bathroom_sink_2,9:41:58,9:42:07,9.459545792,5.762065384,5,EVT01804,3,1
2023-12-21 9:48,toilet_2,9:48:12,9:48:12,0,0,5,EVT01845,3,1
2023-12-21 9:48,bathroom_sink_2,9:48:28,9:48:43,15.20510848,5.337400797,5,EVT01803,3,1
2023-12-21 10:01,toilet,10:01:09,10:01:09,0,0,5,EVT01830,3,1
2023-12-21 10:15,bathroom_sink,10:15:51,10:16:11,20.52616658,5.498204568,5,EVT01784,3,1
2023-12-21 10:16,bathroom_sink_2,10:16:57,10:17:13,16.39305049,5.632270345,5,EVT01805,3,1
2023-12-21 10:40,toilet,10:40:54,10:40:54,0,0,5,EVT01831,3,1
2023-12-21 11:19,bathroom_sink,11:19:00,11:19:06,6.95202886,5.941610112,5,EVT01786,3,1
2023-12-21 11:48,bathroom_sink,11:48:45,11:49:02,17.89240591,5.356882949,5,EVT01785,3,1
2023-12-21 12:10,bathroom_sink_2,12:10:25,12:10:33,8.632785861,5.194230926,5,EVT01807,3,1
2023-12-21 12:35,bathroom_sink,12:35:21,12:35:47,26.70618039,5.545004721,5,EVT01787,3,1
2023-12-21 12:53,bathroom_sink_2,12:53:22,12:53:42,20.34688427,6.194333665,5,EVT01806,3,1
2023-12-21 14:02,bathroom_sink,14:02:47,14:03:00,13.36965099,6.147139692,5,EVT01788,3,1
2023-12-23 6:37,toilet,6:37:50,6:37:50,0,0,5,EVT01981,3,1
2023-12-23 6:51,washing_machine,6:51:19,7:51:19,3600,0,5,EVT01999,3,1
2023-12-23 6:55,bathroom_sink_2,6:55:14,6:55:25,11.11527774,6.828245023,5,EVT01959,3,1
